Accession,Release_Date,Species,Molecule_type,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MW514258,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,USA,,Homo sapiens,oronasopharynx,2021-01-12
MW514259,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,USA,,Homo sapiens,oronasopharynx,2021-01-12
MW514260,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,USA,,Homo sapiens,oronasopharynx,2021-01-12
MW514261,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,USA,,Homo sapiens,oronasopharynx,2021-01-12
MW514262,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29897,USA,,Homo sapiens,oronasopharynx,2021-01-12
MW514263,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,USA,,Homo sapiens,,2021-01-04
MW555833,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29609,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-06
MW555834,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,King County",WA,Homo sapiens,,2021-01-07
MW555835,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29648,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-07
MW555836,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-07
MW555837,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29644,"USA: Washington,Spokane County",WA,Homo sapiens,,2021-01-07
MW555838,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29671,"USA: Washington,Spokane County",WA,Homo sapiens,,2021-01-07
MW555839,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29641,"USA: Washington,Spokane County",WA,Homo sapiens,,2021-01-07
MW555840,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-08
MW555841,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29621,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-08
MW555842,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,King County",WA,Homo sapiens,,2021-01-08
MW555843,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29648,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-08
MW555844,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29652,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-08
MW555845,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29648,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-08
MW555846,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29482,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-08
MW555847,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Mason County",WA,Homo sapiens,,2021-01-08
MW555848,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29482,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-09
MW555849,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29481,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-09
MW555850,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29333,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-09
MW555851,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-09
MW555852,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29541,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-09
MW555853,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-09
MW555854,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29611,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-09
MW555855,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29333,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-09
MW555856,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29687,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-09
MW555857,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29500,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-09
MW555858,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29492,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-10
MW555859,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29482,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-10
MW555860,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29517,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-10
MW555861,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-10
MW555862,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29645,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-10
MW555863,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29607,"USA: Washington,Spokane County",WA,Homo sapiens,,2021-01-08
MW555864,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-11
MW555865,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29629,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-11
MW555866,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29544,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-11
MW555867,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29555,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-11
MW555868,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29648,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-11
MW555869,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-11
MW555870,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-11
MW555871,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-11
MW555872,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29518,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-11
MW555873,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-11
MW555874,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29518,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555875,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Pierce County",WA,Homo sapiens,,2021-01-11
MW555876,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,King County",WA,Homo sapiens,,2021-01-12
MW555877,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29480,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-11
MW555878,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29497,"USA: Washington,Grays Harbor County",WA,Homo sapiens,,2021-01-12
MW555879,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29516,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-12
MW555880,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29481,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-12
MW555881,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29403,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-12
MW555882,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29509,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-12
MW555883,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-12
MW555884,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-12
MW555885,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29648,"USA: Washington,King County",WA,Homo sapiens,,2021-01-13
MW555886,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29518,"USA: Washington,Clallam County",WA,Homo sapiens,,2021-01-13
MW555887,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29648,"USA: Washington,Kitsap County",WA,Homo sapiens,,2021-01-13
MW555888,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29718,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-09
MW555889,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29770,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555890,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29777,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555891,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29773,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555892,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29616,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555893,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29810,USA: Washington,WA,Homo sapiens,,2021-01-08
MW555894,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555895,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29724,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555896,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29752,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555897,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29770,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555898,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29765,USA: Washington,WA,Homo sapiens,,2021-01-09
MW555899,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29760,USA: Washington,WA,Homo sapiens,,2021-01-09
MW555900,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29760,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555901,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,USA: Washington,WA,Homo sapiens,,2021-01-09
MW555902,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29832,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555903,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29770,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555904,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29797,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555905,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29767,"USA: Washington,Pierce County",WA,Homo sapiens,,2021-01-09
MW555906,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-09
MW555907,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29710,"USA: Washington,King County",WA,Homo sapiens,,2021-01-09
MW555908,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29717,"USA: Washington,Pierce County",WA,Homo sapiens,,2021-01-09
MW555909,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29837,"USA: Washington,Pierce County",WA,Homo sapiens,,2021-01-09
MW555910,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29752,USA: Washington,WA,Homo sapiens,,2021-01-09
MW555911,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29770,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-09
MW555912,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29741,"USA: Washington,Thurston County",WA,Homo sapiens,,2021-01-09
MW555913,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29579,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555914,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29798,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555915,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29796,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555916,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29796,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555917,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29741,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555918,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29770,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555919,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29741,"USA: Washington,Pierce County",WA,Homo sapiens,,2021-01-11
MW555920,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29610,"USA: Washington,Pierce County",WA,Homo sapiens,,2021-01-11
MW555921,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29765,USA: Washington,WA,Homo sapiens,,2021-01-11
MW555922,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29689,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555923,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Pierce County",WA,Homo sapiens,,2021-01-11
MW555924,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29741,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555925,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29775,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555926,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29662,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555927,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29818,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555928,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29731,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555929,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29758,USA: Washington,WA,Homo sapiens,,2021-01-11
MW555930,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555931,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29668,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555932,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29743,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555933,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555934,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,Pierce County",WA,Homo sapiens,,2021-01-11
MW555935,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29800,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555936,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29796,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555937,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29757,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555938,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29803,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555939,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29793,"USA: Washington,King County",WA,Homo sapiens,,2021-01-11
MW555940,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29518,"USA: Washington,Pierce County",WA,Homo sapiens,,2021-01-18
MW555941,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29616,"USA: Washington,King County",WA,Homo sapiens,,2021-01-18
MW555942,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29555,"USA: Washington,King County",WA,Homo sapiens,,2021-01-18
MW555943,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29518,"USA: Washington,Snohomish County",WA,Homo sapiens,,2021-01-19
MW555944,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29604,"USA: Washington,King County",WA,Homo sapiens,,2021-01-18
MW555945,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29520,"USA: Washington,King County",WA,Homo sapiens,,2021-01-18
MW555946,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29518,"USA: Washington,Yakima County",WA,Homo sapiens,,2021-01-18
MW555947,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,USA: Washington,WA,Homo sapiens,,2021-01-18
MW555948,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29606,"USA: Washington,King County",WA,Homo sapiens,,2021-01-19
MW555949,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29623,"USA: Washington,King County",WA,Homo sapiens,,2021-01-19
MW555950,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29648,"USA: Washington,King County",WA,Homo sapiens,,2021-01-18
MW555951,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29597,"USA: Washington,King County",WA,Homo sapiens,,2021-01-18
MW555952,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29334,"USA: Washington,King County",WA,Homo sapiens,,2021-01-18
MW555953,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29648,"USA: Washington,Pierce County",WA,Homo sapiens,,2021-01-19
MW555954,2021-02-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29580,"USA: Washington,King County",WA,Homo sapiens,,2021-01-18
